id,neighborhood,house_style,lot_area,gr_liv_area,total_bsmt_sf,garage_area,year_built,year_remod,overall_qual,overall_cond,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,distance_to_downtown_km,school_rating,crime_index,median_income_area,has_pool,noise_1,noise_2,noise_3,sale_price,true_price_no_noise
150,Downtown,2Story,10369.0,1284.0,1074.0,290.0,1942,1971,2,6,3,2,4,7,1,7.68,2.0,36.0,57.6,False,-1.545,0.659,31.0,306700.0,316816.0
151,Suburbia,2Story,10585.0,1646.0,861.0,286.0,1905,1925,10,10,2,1,3,4,1,10.05,2.0,16.3,56.8,False,-1.419,0.901,3.0,354300.0,359310.0
152,Old Town,1Story,8237.0,2210.0,0.0,423.0,1940,1966,8,9,3,1,5,9,2,7.86,2.0,40.3,51.6,False,0.614,0.134,86.0,311500.0,315474.0
153,Downtown,1Story,5981.0,2665.0,473.0,0.0,1935,1962,4,9,2,1,6,9,1,2.39,1.0,27.8,75.9,False,-0.515,0.104,98.0,393900.0,384872.0
154,Riverside,2Story,5752.0,1740.0,,319.0,1953,1980,10,5,2,0,6,9,1,2.05,3.0,48.2,80.9,False,-0.175,0.904,87.0,375800.0,386612.0
155,Downtown,2Story,11604.0,1627.0,1103.0,,1972,1985,4,6,3,1,6,10,1,4.32,10.0,36.3,62.3,False,0.547,0.661,81.0,398500.0,408506.0
156,Suburbia,1Story,4775.0,1889.0,198.0,215.0,2024,2026,7,6,3,0,5,9,0,2.91,3.0,70.0,78.6,False,0.858,0.969,79.0,293500.0,298134.0
157,Hillcrest,2Story,11761.0,1505.0,927.0,784.0,1907,1916,1,9,2,2,5,8,2,1.37,4.0,37.4,68.2,False,-1.233,0.71,47.0,363100.0,356156.0
158,Suburbia,2Story,7648.0,1534.0,479.0,,1969,2007,2,10,2,2,5,8,1,1.02,4.0,10.6,44.0,False,-2.222,0.772,38.0,298900.0,289949.0
159,Suburbia,SplitLevel,7836.0,2077.0,1049.0,618.0,1921,1954,4,3,1,1,6,9,1,7.43,6.0,30.7,74.8,False,-0.113,0.462,7.0,349600.0,346355.0
160,Suburbia,1Story,4457.0,1952.0,942.0,599.0,1968,1990,3,2,1,1,2,3,1,3.23,6.0,35.4,62.6,True,-0.855,0.238,94.0,339200.0,330360.0
161,Downtown,SplitLevel,7697.0,3022.0,1262.0,559.0,1980,1987,3,3,3,2,2,5,1,3.01,6.0,16.8,22.0,False,0.066,0.569,1.0,427800.0,413390.0
162,Old Town,SplitLevel,10044.0,2091.0,1398.0,726.0,2002,2026,4,3,2,2,4,5,2,3.63,1.0,65.3,61.0,False,-0.089,0.358,27.0,322600.0,320644.0
163,Lakeside,2Story,5076.0,2483.0,1143.0,287.0,1970,1992,7,4,2,0,5,9,1,4.86,4.0,28.8,37.5,False,-0.975,0.47,43.0,414100.0,423981.0
164,Downtown,1.5Story,9648.0,1261.0,1311.0,435.0,1922,1955,2,10,3,1,6,8,1,1.49,10.0,22.1,45.8,False,2.087,0.516,66.0,355100.0,356033.0
165,Riverside,1Story,8360.0,2139.0,803.0,324.0,2015,2016,8,3,3,0,2,4,0,1.16,10.0,38.6,63.5,False,0.017,0.027,99.0,369000.0,385894.0
166,Hillcrest,1.5Story,6468.0,1452.0,2136.0,189.0,1951,1964,9,5,3,0,2,4,0,1.25,1.0,16.9,66.6,False,-0.574,0.609,52.0,399700.0,394838.0
167,Suburbia,2Story,10929.0,2067.0,438.0,354.0,1960,1972,9,4,2,0,6,8,2,4.5,7.0,54.3,53.0,False,0.101,0.359,81.0,346100.0,352197.0
168,Suburbia,2Story,3749.0,2229.0,728.0,760.0,1980,2013,2,3,1,1,3,3,2,1.38,2.0,50.3,77.5,False,0.53,0.812,43.0,337000.0,335654.0
169,Hillcrest,2Story,9148.0,1877.0,1329.0,432.0,1933,1952,9,2,2,2,2,5,2,5.28,6.0,37.6,65.9,True,-0.633,0.056,98.0,432500.0,433513.0
170,Old Town,1Story,14283.0,3174.0,1266.0,777.0,2024,2026,2,10,2,1,5,9,1,4.22,1.0,46.8,60.4,False,2.32,0.556,18.0,390400.0,395161.0
171,Hillcrest,SplitLevel,13413.0,2635.0,1155.0,794.0,1905,1930,2,7,1,0,6,7,2,1.08,8.0,25.0,68.8,True,-1.523,0.36,40.0,452700.0,449908.0
172,Riverside,1.5Story,9288.0,2497.0,1234.0,939.0,1919,1925,8,2,2,1,6,10,1,17.28,10.0,4.9,89.7,True,-1.453,0.093,23.0,498300.0,499835.0
173,Lakeside,1.5Story,7291.0,2270.0,75.0,765.0,2024,2026,8,7,2,2,6,8,0,8.34,2.0,28.5,29.3,False,-1.599,0.414,26.0,387400.0,395206.0
174,Old Town,SplitLevel,6486.0,2820.0,1618.0,837.0,1956,1996,2,7,3,2,2,7,0,26.21,5.0,25.0,91.4,False,0.004,0.409,82.0,388700.0,402316.0
175,Lakeside,1.5Story,7288.0,1060.0,864.0,512.0,2012,2026,5,4,1,0,2,3,1,7.46,2.0,0.0,56.9,False,0.473,0.753,71.0,345900.0,341467.0
176,Downtown,2Story,9802.0,2604.0,1473.0,497.0,2014,2026,5,8,3,1,6,10,1,1.23,2.0,,54.0,False,-0.33,0.152,66.0,442000.0,456894.0
177,Hillcrest,SplitLevel,6109.0,1305.0,96.0,507.0,2024,2025,8,9,2,1,5,9,0,2.19,8.0,10.4,60.8,True,0.47,0.83,8.0,384700.0,362533.0
178,Old Town,1Story,10563.0,1540.0,1058.0,460.0,1991,2009,6,8,1,1,3,5,0,8.91,2.0,13.9,52.0,False,0.457,0.048,93.0,315300.0,299352.0
179,Old Town,2Story,17096.0,2159.0,713.0,484.0,1986,2025,7,7,2,1,3,7,1,5.28,2.0,61.7,49.3,False,-0.361,0.516,94.0,315300.0,334925.0
180,Suburbia,1Story,7929.0,2528.0,1190.0,580.0,1977,2015,1,5,3,2,6,10,2,2.52,4.0,45.2,83.2,False,0.427,0.649,68.0,373400.0,365652.0
181,Old Town,SplitLevel,5062.0,1216.0,1083.0,385.0,1986,2025,10,3,2,2,6,9,0,1.61,4.0,54.3,70.9,False,-0.196,0.014,40.0,315000.0,300957.0
182,Old Town,2Story,5061.0,1568.0,1104.0,240.0,1932,1946,6,1,2,0,6,9,0,5.76,10.0,45.2,33.5,True,-0.409,0.069,6.0,285700.0,292967.0
183,Riverside,1Story,10634.0,1904.0,505.0,518.0,2002,2004,7,10,2,2,4,6,1,10.81,4.0,56.7,80.1,False,-0.499,0.274,44.0,374400.0,370008.0
184,Hillcrest,2Story,7935.0,1747.0,926.0,349.0,1923,1932,5,9,3,2,5,7,0,6.92,6.0,35.5,77.5,False,0.233,0.381,11.0,381000.0,382506.0
185,Suburbia,2Story,11014.0,2320.0,874.0,366.0,1960,1968,3,3,2,0,2,6,2,2.06,2.0,65.3,41.3,False,1.218,0.347,65.0,311800.0,303353.0
186,Suburbia,2Story,6723.0,3740.0,1158.0,437.0,1947,1950,7,9,3,0,6,11,1,6.67,,10.4,71.2,False,-1.205,0.971,72.0,487500.0,493010.0
187,Hillcrest,1.5Story,10837.0,2081.0,1366.0,,1995,2024,3,1,3,1,3,8,1,12.44,3.0,33.6,79.2,False,-0.48,0.167,7.0,381100.0,368578.0
188,Downtown,SplitLevel,7666.0,1446.0,1013.0,0.0,1932,1953,3,3,1,1,6,9,1,1.21,4.0,14.5,39.1,False,0.163,0.891,25.0,287100.0,288911.0
189,Suburbia,2Story,6271.0,1137.0,414.0,433.0,1926,1955,6,2,3,0,2,4,0,28.0,4.0,59.8,73.1,False,1.757,0.945,64.0,248200.0,252074.0
190,Lakeside,2Story,7042.0,1671.0,995.0,646.0,2001,2009,4,4,3,1,6,8,0,9.55,2.0,43.4,55.8,False,0.432,0.176,24.0,379100.0,371077.0
191,Old Town,2Story,5330.0,1333.0,,493.0,1961,1989,9,4,1,0,4,5,1,1.14,6.0,58.7,77.8,False,-0.813,0.759,85.0,377200.0,366090.0
192,Lakeside,2Story,16257.0,2107.0,1641.0,0.0,1990,1992,7,6,2,0,4,7,2,5.12,6.0,6.9,51.2,False,-0.924,0.998,40.0,421200.0,450124.0
193,Downtown,1Story,7834.0,2099.0,0.0,485.0,2010,2026,4,5,1,1,5,5,2,22.1,6.0,23.0,86.8,False,0.985,0.248,67.0,329200.0,365172.0
194,Suburbia,1.5Story,10154.0,1595.0,977.0,253.0,2005,2026,1,2,3,1,4,9,1,7.02,5.0,0.0,63.6,False,-0.314,0.503,74.0,287500.0,283299.0
195,Downtown,1Story,6715.0,2942.0,1341.0,514.0,1950,1960,4,2,2,1,6,7,1,1.87,6.0,42.2,56.9,False,-1.231,0.759,60.0,425900.0,434049.0
196,Lakeside,1Story,5607.0,1446.0,873.0,596.0,1921,1934,2,9,1,1,2,5,2,1.59,8.0,26.4,55.0,False,1.014,0.735,63.0,348200.0,364554.0
197,Riverside,1Story,7466.0,1784.0,757.0,0.0,2020,2026,3,6,1,1,5,6,0,1.49,3.0,50.1,83.7,False,0.308,0.833,57.0,297800.0,302438.0
198,Suburbia,2Story,11913.0,2202.0,838.0,244.0,1939,1962,3,10,3,1,3,6,0,1.61,2.0,35.6,55.0,False,-1.194,0.348,19.0,367300.0,331280.0
199,Lakeside,2Story,6753.0,2341.0,1182.0,217.0,1996,2017,7,2,1,2,2,3,1,4.26,7.0,0.0,87.1,False,-1.34,0.121,29.0,457500.0,473944.0
200,Hillcrest,SplitLevel,5975.0,2553.0,468.0,374.0,1996,2000,2,4,1,1,5,6,1,13.1,2.0,1.8,71.8,False,-2.168,0.676,89.0,361400.0,350398.0
201,Suburbia,1.5Story,8556.0,2086.0,1449.0,682.0,1955,1970,2,2,2,0,5,8,2,8.77,4.0,36.6,43.1,False,-0.622,0.34,35.0,309800.0,319246.0
202,Old Town,SplitLevel,9649.0,2428.0,926.0,495.0,1920,1940,1,10,1,0,2,3,1,2.82,6.0,44.3,68.5,False,0.305,0.646,97.0,311600.0,329609.0
203,Riverside,SplitLevel,14400.0,1484.0,557.0,336.0,1959,1984,10,2,1,1,5,6,2,7.08,6.0,0.0,68.8,False,0.961,0.473,57.0,356500.0,364114.0
204,Downtown,1Story,9171.0,2355.0,1422.0,228.0,1918,1943,10,9,3,0,6,9,1,3.43,8.0,33.3,42.5,False,0.425,0.459,79.0,435200.0,452763.0
205,Downtown,SplitLevel,10152.0,2348.0,301.0,351.0,1944,1971,3,2,2,1,5,6,1,2.49,5.0,,68.1,False,-1.305,0.882,23.0,346300.0,365658.0
206,Lakeside,1Story,10423.0,2682.0,717.0,340.0,1948,1966,5,8,1,2,3,3,0,1.82,5.0,12.8,77.8,True,-0.284,0.64,19.0,464200.0,473168.0
207,Downtown,2Story,5412.0,932.0,710.0,610.0,1965,1985,4,5,3,0,2,5,0,4.25,1.0,21.9,88.3,False,1.429,0.625,38.0,324200.0,337676.0
208,Suburbia,2Story,5784.0,1351.0,1850.0,622.0,1923,1936,6,10,1,1,2,3,0,3.26,8.0,37.5,87.5,True,-0.512,0.971,79.0,408200.0,409988.0
209,Downtown,2Story,5545.0,2303.0,662.0,,2006,2017,6,1,1,0,5,6,0,8.98,3.0,20.9,111.0,False,0.769,0.27,68.0,423700.0,421588.0
210,Riverside,2Story,5083.0,500.0,45.0,581.0,1909,1921,3,4,3,1,3,6,2,3.61,9.0,0.0,68.0,False,0.645,0.689,52.0,261200.0,271000.0
211,Suburbia,1Story,10704.0,2121.0,706.0,564.0,2024,2026,7,8,3,1,3,5,1,12.75,7.0,37.3,78.0,False,0.76,0.356,18.0,388200.0,380448.0
212,Riverside,1.5Story,8969.0,2433.0,1141.0,,1939,1943,1,10,2,0,2,4,2,7.09,10.0,28.0,57.1,False,0.431,0.599,2.0,366900.0,375106.0
213,Lakeside,1.5Story,8332.0,1533.0,1279.0,447.0,1961,1969,7,6,3,1,4,8,0,1.47,9.0,16.2,101.9,False,0.757,0.817,12.0,460100.0,462015.0
214,Suburbia,1Story,3270.0,1613.0,1906.0,515.0,2010,2014,8,1,2,0,2,6,0,4.09,4.0,28.8,52.0,True,-1.482,0.923,66.0,333200.0,360022.0
215,Suburbia,2Story,16638.0,1259.0,1541.0,486.0,1982,1998,1,7,3,2,4,7,0,1.51,4.0,28.0,101.1,False,1.515,0.427,95.0,346800.0,345747.0
216,Suburbia,1.5Story,5925.0,1563.0,1029.0,186.0,1907,1927,8,5,3,2,4,8,0,2.33,10.0,35.9,98.8,False,-1.807,0.832,97.0,398800.0,370907.0
217,Downtown,1Story,16616.0,1579.0,576.0,481.0,1976,1982,8,8,2,0,6,7,0,4.16,9.0,30.0,53.9,False,0.312,0.335,76.0,401000.0,391197.0
218,Downtown,2Story,4879.0,1474.0,1632.0,562.0,1971,1976,10,6,2,2,3,5,0,0.87,8.0,38.3,86.7,False,-0.048,0.661,43.0,459500.0,461604.0
219,Old Town,2Story,6098.0,1444.0,795.0,713.0,2017,2026,9,9,2,0,3,6,0,1.82,10.0,34.0,76.2,False,-0.626,0.878,71.0,360600.0,374939.0
220,Hillcrest,1Story,3748.0,1701.0,674.0,353.0,1970,1979,1,2,1,1,6,7,1,8.84,7.0,51.4,60.6,False,-0.975,0.685,6.0,302400.0,282195.0
221,Hillcrest,2Story,9198.0,1694.0,775.0,373.0,2025,2026,1,7,2,2,6,10,2,11.14,1.0,66.7,65.6,False,0.55,0.706,35.0,298600.0,300581.0
222,Riverside,SplitLevel,5511.0,2881.0,424.0,0.0,1966,1972,2,8,3,1,4,9,0,21.61,6.0,34.7,72.8,False,0.801,0.838,23.0,332800.0,341179.0
223,Suburbia,1.5Story,5566.0,1633.0,755.0,507.0,1924,1943,6,5,2,1,3,7,2,12.9,,22.6,74.5,False,-0.103,0.252,97.0,319700.0,327689.0
224,Old Town,1.5Story,5012.0,2039.0,852.0,476.0,1963,1995,8,5,3,1,5,8,2,5.3,1.0,6.3,94.9,False,-0.289,0.747,55.0,403800.0,378149.0
225,Hillcrest,2Story,10637.0,1533.0,1257.0,557.0,2015,2019,7,7,2,0,5,6,0,28.0,6.0,47.9,78.3,False,1.281,0.638,93.0,379900.0,381330.0
226,Old Town,SplitLevel,10394.0,1526.0,787.0,280.0,1902,1920,4,5,1,2,5,7,0,23.97,6.0,17.0,54.1,False,-0.422,0.546,79.0,260000.0,254400.0
227,Downtown,1.5Story,15279.0,913.0,418.0,523.0,1950,1969,3,4,1,2,5,8,0,11.19,8.0,82.0,81.4,True,-0.042,0.975,73.0,310600.0,313108.0
228,Riverside,2Story,6374.0,986.0,276.0,341.0,1905,1927,1,6,2,2,2,3,2,8.93,8.0,90.6,36.5,False,-0.204,0.413,18.0,210500.0,211342.0
229,Suburbia,1Story,8748.0,1186.0,1038.0,437.0,2006,2026,4,9,1,0,3,6,2,6.39,4.0,30.7,61.0,False,2.471,0.235,7.0,282800.0,288077.0
230,Downtown,1Story,5160.0,1951.0,981.0,733.0,1964,1987,4,2,2,0,2,3,2,1.34,10.0,1.7,62.8,False,-0.84,0.839,21.0,427400.0,409837.0
231,Downtown,1Story,7206.0,2442.0,,236.0,1990,2005,4,9,2,2,3,6,1,15.67,5.0,48.1,79.8,False,0.831,0.185,82.0,392600.0,392023.0
232,Hillcrest,2Story,6757.0,867.0,754.0,0.0,2022,2026,1,3,1,2,6,9,0,27.45,5.0,77.0,99.9,False,-1.699,0.745,92.0,220200.0,237637.0
233,Old Town,1Story,9533.0,1548.0,1113.0,256.0,2004,2026,3,1,2,1,3,4,2,4.93,2.0,8.8,71.9,True,-0.958,0.928,69.0,297700.0,292822.0
234,Riverside,2Story,11568.0,1098.0,1534.0,0.0,1951,1963,9,2,1,0,5,6,2,3.22,10.0,73.0,61.5,False,-0.309,0.822,88.0,336300.0,337768.0
235,Old Town,2Story,11463.0,1705.0,622.0,628.0,2017,2026,3,1,1,1,4,7,2,0.73,4.0,0.0,55.4,False,-0.131,0.633,7.0,304400.0,299646.0
236,Suburbia,2Story,6033.0,2442.0,987.0,0.0,1959,1974,9,10,3,0,2,5,2,1.51,2.0,5.9,83.0,False,-0.274,0.923,91.0,414900.0,418984.0
237,Riverside,SplitLevel,11493.0,1604.0,1352.0,441.0,2023,2025,1,3,3,0,3,7,0,8.7,9.0,41.2,64.5,False,-0.099,0.489,10.0,310100.0,316784.0
238,Suburbia,2Story,7979.0,1824.0,624.0,673.0,2023,2026,7,8,1,0,5,5,1,7.17,10.0,55.3,58.9,False,-0.689,0.076,17.0,370600.0,359487.0
239,Downtown,1Story,7233.0,2650.0,943.0,513.0,1927,1937,2,2,3,2,5,9,1,7.92,3.0,33.7,85.1,True,1.288,0.735,82.0,445100.0,422136.0
240,Downtown,1Story,6323.0,2102.0,934.0,591.0,1998,2012,4,6,1,0,3,5,0,6.31,6.0,44.0,89.0,False,-1.0,0.717,93.0,381200.0,404200.0
241,Suburbia,SplitLevel,6661.0,1432.0,399.0,574.0,1987,2000,10,5,2,1,6,9,2,1.75,,57.1,50.7,False,0.744,0.865,15.0,327000.0,326002.0
242,Suburbia,1Story,14910.0,1937.0,1021.0,120.0,1997,2002,8,7,3,0,2,6,1,7.44,7.0,59.4,41.1,False,0.678,0.406,33.0,321400.0,328101.0
243,Lakeside,SplitLevel,9024.0,1395.0,963.0,448.0,1921,1932,6,10,1,2,4,5,2,7.42,5.0,22.6,66.2,False,-0.948,0.145,82.0,380100.0,391369.0
244,Riverside,2Story,8614.0,2081.0,1183.0,288.0,1963,2000,7,7,2,0,3,6,0,1.05,6.0,,47.5,False,-0.367,0.103,51.0,362500.0,389184.0
245,Suburbia,2Story,7392.0,2133.0,452.0,327.0,1919,1932,7,8,3,2,6,9,1,5.06,2.0,56.1,45.0,False,-0.002,0.345,40.0,328100.0,323610.0
246,Suburbia,1Story,19074.0,1098.0,954.0,696.0,2013,2026,8,3,3,0,5,10,2,8.98,10.0,44.1,49.3,False,1.675,0.793,45.0,321000.0,326967.0
247,Suburbia,1Story,12794.0,1946.0,1530.0,0.0,2010,2026,6,2,3,2,2,6,0,4.99,6.0,46.8,86.8,False,-0.369,0.521,29.0,344600.0,351297.0
248,Hillcrest,SplitLevel,6296.0,1785.0,1823.0,763.0,1973,1975,6,1,3,0,3,6,1,10.99,1.0,21.8,79.7,False,3.624,0.17,97.0,413300.0,398411.0
249,Hillcrest,SplitLevel,7363.0,2150.0,1488.0,0.0,1916,1950,1,4,3,0,5,10,2,2.14,4.0,47.8,112.2,True,0.768,0.242,52.0,381400.0,386798.0
250,Hillcrest,1Story,7518.0,2307.0,456.0,287.0,1982,2019,10,6,2,0,4,6,2,5.52,5.0,13.1,56.4,True,0.343,0.348,26.0,416300.0,422306.0
251,Suburbia,SplitLevel,8528.0,2113.0,1139.0,582.0,1955,1964,6,1,1,2,4,7,2,19.13,10.0,39.9,91.9,False,0.884,0.48,89.0,361800.0,378303.0
252,Suburbia,1Story,6340.0,1683.0,747.0,405.0,1999,2005,3,3,2,1,2,6,1,7.85,9.0,37.2,76.9,False,-1.719,0.839,95.0,293400.0,304679.0
253,Hillcrest,2Story,9448.0,2363.0,1069.0,0.0,1912,1950,2,7,1,1,4,6,0,11.37,4.0,37.4,58.0,False,1.172,0.992,6.0,362800.0,344700.0
254,Lakeside,1Story,13470.0,1370.0,626.0,442.0,1951,1955,7,9,1,2,2,3,0,10.65,2.0,50.6,65.4,True,-1.323,0.599,95.0,386700.0,379116.0
255,Lakeside,2Story,5117.0,1124.0,230.0,0.0,1945,1981,8,10,3,0,3,6,2,10.42,1.0,14.6,57.9,False,0.87,0.389,96.0,353300.0,337330.0
256,Suburbia,SplitLevel,5460.0,500.0,805.0,,2020,2026,9,3,1,1,3,6,1,1.88,6.0,48.5,72.7,False,-0.593,0.183,91.0,257300.0,267699.0
257,Suburbia,2Story,6842.0,1811.0,1253.0,489.0,1937,1972,9,2,2,0,5,7,1,1.67,5.0,35.4,85.8,False,-0.799,0.511,14.0,396800.0,392311.0
258,Downtown,1Story,6954.0,1398.0,1071.0,563.0,2024,2026,9,6,1,0,4,6,2,0.99,6.0,19.2,61.4,False,1.773,0.613,35.0,415600.0,402626.0
259,Downtown,1Story,16309.0,2069.0,1119.0,718.0,2016,2025,7,10,2,2,4,8,1,3.89,3.0,8.6,83.3,False,-0.1,0.327,86.0,476800.0,469649.0
260,Riverside,2Story,11506.0,766.0,1041.0,0.0,1973,1982,10,5,2,1,6,7,1,1.51,9.0,72.8,90.9,False,-1.531,0.324,37.0,361000.0,341486.0
261,Downtown,2Story,11277.0,1494.0,1120.0,397.0,1922,1926,1,10,1,2,3,3,1,2.84,6.0,33.6,94.9,True,0.975,0.829,43.0,406100.0,401174.0
262,Suburbia,1.5Story,7387.0,2109.0,1172.0,376.0,1927,1959,4,8,2,1,5,9,1,7.4,10.0,27.9,46.9,False,-1.221,0.66,20.0,349400.0,349388.0
263,Hillcrest,2Story,7330.0,1284.0,835.0,695.0,1902,1916,5,9,3,2,6,11,1,4.68,,12.1,67.1,False,1.361,0.45,41.0,337600.0,366716.0
264,Downtown,1Story,4875.0,2075.0,,570.0,1997,2023,7,10,3,0,2,5,2,4.35,3.0,56.8,80.8,False,-0.016,0.558,47.0,430500.0,425338.0
265,Old Town,1Story,10653.0,1544.0,1682.0,156.0,1991,2016,3,2,1,1,5,5,2,1.11,6.0,55.2,48.4,False,-1.274,0.505,40.0,274400.0,266978.0
266,Lakeside,2Story,9623.0,1832.0,1010.0,149.0,1940,1961,3,5,1,1,2,4,1,10.06,7.0,51.4,44.4,False,0.821,0.174,24.0,364400.0,350174.0
267,Hillcrest,2Story,12709.0,2177.0,,327.0,1992,2001,10,1,3,2,5,9,1,6.22,3.0,33.8,67.5,False,0.521,0.87,8.0,408200.0,418058.0
268,Downtown,1.5Story,7527.0,2374.0,993.0,497.0,1972,1986,7,1,2,1,3,5,2,1.5,6.0,50.0,60.6,False,-2.123,0.091,62.0,417200.0,417591.0
269,Downtown,SplitLevel,7711.0,1901.0,858.0,455.0,2002,2022,7,5,1,2,3,3,1,9.83,6.0,18.5,64.9,False,-0.063,0.213,6.0,373500.0,393158.0
270,Downtown,2Story,8600.0,1402.0,767.0,542.0,1910,1913,2,7,1,1,6,8,0,8.59,7.0,39.4,59.5,False,0.299,0.562,86.0,315100.0,335075.0
271,Downtown,SplitLevel,11072.0,1598.0,1038.0,432.0,1925,1941,6,9,2,1,2,4,1,2.24,7.0,33.9,106.9,False,0.241,0.461,7.0,433100.0,426802.0
272,Lakeside,1Story,4844.0,2200.0,738.0,684.0,2001,2026,5,2,1,2,4,6,2,2.55,3.0,40.3,59.7,False,-0.185,0.595,94.0,413500.0,397817.0
273,Downtown,1Story,10484.0,1288.0,889.0,584.0,1946,1963,7,1,1,1,5,7,1,9.13,2.0,0.0,78.5,True,0.745,0.92,55.0,401200.0,385116.0
274,Riverside,1.5Story,8045.0,1752.0,618.0,472.0,2020,2026,10,2,3,1,6,9,1,3.28,3.0,72.4,77.3,False,0.569,0.286,43.0,367400.0,361996.0
275,Suburbia,1.5Story,5594.0,1638.0,995.0,643.0,2010,2026,3,10,2,0,3,6,2,1.85,2.0,67.4,37.6,False,0.031,0.151,84.0,308800.0,283467.0
276,Hillcrest,SplitLevel,3906.0,1793.0,1195.0,196.0,1911,1932,9,7,3,0,3,8,0,4.25,6.0,12.0,94.4,False,-0.236,0.121,43.0,412100.0,416994.0
277,Hillcrest,1Story,7725.0,1295.0,861.0,0.0,1950,1980,7,5,1,1,4,6,2,3.2,6.0,46.5,79.3,False,0.148,0.059,13.0,339200.0,328082.0
278,Riverside,1Story,13450.0,831.0,106.0,482.0,1992,1994,5,2,2,0,4,5,0,3.3,1.0,5.3,70.8,False,-0.604,0.791,51.0,248000.0,264306.0
279,Suburbia,1Story,14562.0,2136.0,1198.0,0.0,1917,1955,10,4,2,1,2,5,0,1.66,9.0,36.7,87.0,False,-1.023,0.457,48.0,363200.0,402086.0
280,Suburbia,2Story,9176.0,2380.0,1000.0,186.0,2008,2026,2,2,2,2,4,6,0,7.93,,0.0,67.1,False,-1.124,0.256,91.0,343100.0,349055.0
281,Downtown,1.5Story,16102.0,864.0,533.0,418.0,1912,1945,7,1,3,2,2,6,0,15.01,5.0,29.2,83.9,False,-0.1,0.674,51.0,330900.0,332399.0
282,Lakeside,2Story,7982.0,2053.0,1275.0,524.0,1913,1941,4,5,2,2,5,6,1,3.32,2.0,25.2,34.2,False,-0.858,0.777,7.0,397100.0,394227.0
283,Lakeside,2Story,11312.0,2446.0,363.0,536.0,1968,1990,7,6,2,0,5,8,1,5.8,2.0,58.1,82.7,False,-0.159,0.937,33.0,439400.0,441747.0
284,Lakeside,2Story,6919.0,2178.0,1389.0,650.0,1931,1952,2,5,3,1,4,8,1,1.64,10.0,68.4,71.3,True,1.33,0.399,30.0,456700.0,452279.0
285,Riverside,2Story,6768.0,1621.0,926.0,582.0,1980,2005,8,9,2,0,3,4,2,3.45,3.0,68.8,71.6,False,-0.207,0.689,22.0,397500.0,375980.0
286,Hillcrest,1Story,6392.0,1331.0,0.0,450.0,1949,1969,1,10,2,2,3,5,0,15.9,9.0,58.2,52.8,False,0.138,0.271,19.0,268200.0,259101.0
287,Downtown,1Story,3940.0,1895.0,,568.0,1934,1963,4,2,1,0,5,6,2,1.8,7.0,36.6,64.1,False,-0.229,0.865,7.0,363700.0,373181.0
288,Hillcrest,1Story,12714.0,1986.0,779.0,428.0,2005,2018,10,3,3,1,4,8,1,3.52,7.0,42.8,63.5,False,1.307,0.909,77.0,374000.0,405101.0
289,Riverside,2Story,6473.0,1903.0,716.0,0.0,1920,1951,7,6,1,1,6,8,2,1.52,9.0,42.7,47.5,False,1.658,0.63,39.0,331400.0,344691.0
290,Downtown,1Story,6121.0,1751.0,640.0,587.0,1962,1976,5,5,1,0,6,8,2,2.25,9.0,11.4,74.4,True,-0.47,0.659,37.0,429100.0,412485.0
291,Suburbia,1Story,5362.0,1255.0,897.0,453.0,1921,1940,4,5,2,0,4,8,0,9.39,3.0,57.9,96.3,False,0.728,0.66,43.0,279800.0,286069.0
292,Downtown,1.5Story,7544.0,2082.0,746.0,518.0,1917,1919,1,8,2,2,3,7,0,15.98,10.0,48.8,42.4,True,2.091,0.592,96.0,370400.0,362024.0
293,Old Town,1Story,15021.0,2109.0,170.0,614.0,1925,1961,2,2,1,1,6,7,2,6.93,2.0,49.7,76.8,False,-1.161,0.439,70.0,288700.0,280799.0
294,Downtown,1Story,16862.0,1960.0,1484.0,574.0,1932,1960,8,9,2,0,5,9,1,1.17,8.0,0.0,60.4,False,0.98,0.74,97.0,471700.0,472380.0
295,Suburbia,1Story,4531.0,1911.0,847.0,657.0,1951,1961,3,3,3,0,2,5,0,2.07,4.0,44.1,58.4,False,-1.741,0.977,59.0,302100.0,303168.0
296,Old Town,SplitLevel,7158.0,2774.0,643.0,,1958,1959,1,4,1,1,6,9,2,1.61,7.0,55.1,69.3,False,0.03,0.746,88.0,334800.0,343047.0
297,Old Town,1.5Story,5642.0,1507.0,476.0,572.0,1917,1951,5,3,2,1,3,5,2,6.75,9.0,34.7,69.6,False,-0.14,0.31,92.0,325100.0,297516.0
298,Suburbia,1Story,11452.0,2555.0,1274.0,386.0,1904,1904,4,7,2,1,4,6,1,0.76,5.0,25.0,71.3,False,-1.707,0.5,50.0,378200.0,389991.0
299,Suburbia,1Story,8958.0,1446.0,405.0,542.0,1911,1930,10,7,1,0,2,4,0,19.81,1.0,7.8,47.6,False,1.089,0.597,49.0,317200.0,303314.0
300,Suburbia,2Story,6485.0,2460.0,1006.0,535.0,1979,1980,3,7,2,0,4,7,2,1.35,9.0,6.3,87.6,False,0.148,0.082,93.0,426600.0,416348.0
301,Suburbia,SplitLevel,8312.0,2528.0,705.0,0.0,2022,2026,3,5,2,0,5,6,1,0.58,2.0,38.1,69.5,False,-0.927,0.492,72.0,319200.0,311619.0
